0-10, Q1-04, 938100
0-10, Q2-04, 947453
0-10, Q3-04, 969445
0-10, Q4-04, 989574
0-10, Q1-05, 1017798
0-10, Q2-05, 1027232
0-10, Q3-05, 1048724
0-10, Q4-05, 1073915
0-10, Q1-06, 1097168
0-10, Q2-06, 1105752
0-10, Q3-06, 1127602
0-10, Q4-06, 1149960
0-10, Q1-07, 1169066
0-10, Q2-07, 1171246
0-10, Q3-07, 1189512
0-10, Q4-07, 1207147
0-10, Q1-08, 1229869
0-10, Q2-08, 1243714
0-10, Q3-08, 1259586
0-10, Q4-08, 1280627
0-10, Q1-09, 1291017
0-10, Q2-09, 1278349
0-10, Q3-09, 1278946
0-10, Q4-09, 1283877
0-10, Q1-10, 1292549
0-10, Q2-10, 1280161
0-10, Q3-10, 1283910
0-10, Q4-10, 1293007
0-10, Q1-11, 1306036
0-10, Q2-11, 1300299
0-10, Q3-11, 1306368
0-10, Q4-11, 1315342
0-10, Q1-12, 1324507
0-10, Q2-12, 1311899
0-10, Q3-12, 1302427
0-10, Q4-12, 1315529
0-10, Q1-13, 1323361
0-10, Q2-13, 1304143
0-10, Q3-13, 1308205
0-10, Q4-13, 1313227
0-10, Q1-14, 1312931
0-10, Q2-14, 1306974
0-10, Q3-14, 1306382
0-10, Q4-14, 1306228
0-10, Q1-15, 1316895
0-10, Q2-15, 1306526
0-10, Q3-15, 1310505
0-10, Q4-15, 1311125
0-10, Q1-16, 1316278
0-10, Q2-16, 1297981
11-50, Q1-04, 921833
11-50, Q2-04, 932949
11-50, Q3-04, 957410
11-50, Q4-04, 991536
11-50, Q1-05, 1022056
11-50, Q2-05, 1034503
11-50, Q3-05, 1063027
11-50, Q4-05, 1101262
11-50, Q1-06, 1127874
11-50, Q2-06, 1138205
11-50, Q3-06, 1165041
11-50, Q4-06, 1197071
11-50, Q1-07, 1221672
11-50, Q2-07, 1229007
11-50, Q3-07, 1250922
11-50, Q4-07, 1282187
11-50, Q1-08, 1300282
11-50, Q2-08, 1303691
11-50, Q3-08, 1315171
11-50, Q4-08, 1325756
11-50, Q1-09, 1314707
11-50, Q2-09, 1287391
11-50, Q3-09, 1291112
11-50, Q4-09, 1309177
11-50, Q1-10, 1324238
11-50, Q2-10, 1317135
11-50, Q3-10, 1329918
11-50, Q4-10, 1350209
11-50, Q1-11, 1376711
11-50, Q2-11, 1368922
11-50, Q3-11, 1379439
11-50, Q4-11, 1397041
11-50, Q1-12, 1411129
11-50, Q2-12, 1386975
11-50, Q3-12, 1385035
11-50, Q4-12, 1397419
11-50, Q1-13, 1413519
11-50, Q2-13, 1386550
11-50, Q3-13, 1388093
11-50, Q4-13, 1399608
11-50, Q1-14, 1409566
11-50, Q2-14, 1375302
11-50, Q3-14, 1370675
11-50, Q4-14, 1379415
11-50, Q1-15, 1400742
11-50, Q2-15, 1385321
11-50, Q3-15, 1386974
11-50, Q4-15, 1394548
11-50, Q1-16, 1405451
11-50, Q2-16, 1375880
51-200, Q1-04, 873028
51-200, Q2-04, 900023
51-200, Q3-04, 923808
51-200, Q4-04, 959138
51-200, Q1-05, 984024
51-200, Q2-05, 1017200
51-200, Q3-05, 1036873
51-200, Q4-05, 1070701
51-200, Q1-06, 1094719
51-200, Q2-06, 1116634
51-200, Q3-06, 1123650
51-200, Q4-06, 1160663
51-200, Q1-07, 1176271
51-200, Q2-07, 1200649
51-200, Q3-07, 1216406
51-200, Q4-07, 1247415
51-200, Q1-08, 1257659
51-200, Q2-08, 1271977
51-200, Q3-08, 1267112
51-200, Q4-08, 1278622
51-200, Q1-09, 1246170
51-200, Q2-09, 1231997
51-200, Q3-09, 1226359
51-200, Q4-09, 1247535
51-200, Q1-10, 1247938
51-200, Q2-10, 1262059
51-200, Q3-10, 1264920
51-200, Q4-10, 1298888
51-200, Q1-11, 1307712
51-200, Q2-11, 1323089
51-200, Q3-11, 1331378
51-200, Q4-11, 1356646
51-200, Q1-12, 1348203
51-200, Q2-12, 1333746
51-200, Q3-12, 1328538
51-200, Q4-12, 1349402
51-200, Q1-13, 1345739
51-200, Q2-13, 1347867
51-200, Q3-13, 1343173
51-200, Q4-13, 1356790
51-200, Q1-14, 1345463
51-200, Q2-14, 1360510
51-200, Q3-14, 1371412
51-200, Q4-14, 1396200
